Nokta,Pole,Slot,SlotType,MagThk_mm,Embrace,Magnet,AirgapFlux_T,Cogging_Nm,Efficiency_%,Torque_Nm,Durum
499,8,12,1,4.64,0.892,NdFe35,0.329932,0.696432,92.8093,1.53281,OK
500,14,12,2,6.96,0.705,NdFe35,,,,,OKUMA_HATA
501,10,12,1,4.54,0.615,SmCo28,0.455804,0.492846,85.4218,0.974926,OK
502,14,12,2,5.59,0.605,SmCo28,,,,,OKUMA_HATA
503,10,12,2,6.83,0.675,SmCo28,0.292821,0.0544346,86.9365,0.655722,OK
504,16,24,1,6.14,0.55,SmCo28,0.579185,6.15222,87.2994,3.96909,OK
505,8,12,3,7.64,0.65,NdFe35,0.183058,0.101157,94.5736,0.705972,OK
506,14,12,3,6.49,0.794,NdFe35,,,,,OKUMA_HATA
507,20,24,1,4.14,0.65,SmCo28,0.81433,1.46812,73.1273,3.61296,OK
508,16,24,3,8.22,0.709,NdFe35,0.275406,0.880577,90.7548,2.18978,OK
509,14,12,2,6.5,0.779,NdFe35,,,,,OKUMA_HATA
510,4,12,1,8.08,0.803,Alnico9,0.0372868,0.00867731,0.420034,3.75112,OK
511,10,12,1,8.04,0.658,NdFe35,0.190059,0.0227416,90.5109,0.418707,OK
512,4,12,1,8.11,0.675,NdFe35,0.0646676,0.0120166,98.1353,0.248939,OK
513,10,12,3,6.24,0.688,NdFe35,0.344725,0.174423,85.978,0.780336,OK
514,14,12,1,7.23,0.523,NdFe35,,,,,OKUMA_HATA
515,16,24,3,6.67,0.689,SmCo28,0.478158,1.6579,87.1014,3.74025,OK
516,14,12,2,5.01,0.64,Alnico9,,,,,OKUMA_HATA
517,14,12,2,4.17,0.674,SmCo28,,,,,OKUMA_HATA
518,8,12,3,6.64,0.897,NdFe35,0.208921,0.277154,94.4303,0.973389,OK
519,20,24,1,5.96,0.725,Alnico9,0.129457,0.088775,90.6838,0.695909,OK
520,4,12,2,4.84,0.813,NdFe35,0.150373,0.143724,96.874,0.657817,OK
521,4,12,1,4.49,0.842,Alnico9,0.101604,0.0657662,97.8624,0.52096,OK
522,20,24,1,5.36,0.714,SmCo28,0.685157,2.26896,73.2133,3.18514,OK
523,4,12,1,8.17,0.533,NdFe35,0.0733029,0.0335165,97.151,0.249755,OK
524,10,12,3,7.08,0.646,NdFe35,0.289385,0.117305,88.0979,0.631577,OK
525,16,24,2,5.84,0.856,Alnico9,0.128715,0.323585,95.0529,1.29046,OK
526,14,12,1,4.28,0.648,SmCo28,,,,,OKUMA_HATA
527,14,12,3,4.95,0.739,Alnico9,,,,,OKUMA_HATA
528,10,12,3,4.11,0.745,NdFe35,0.445803,0.511281,82.5815,1.06098,OK
529,10,12,1,6.57,0.774,SmCo28,0.293402,0.201797,85.7258,0.710745,OK
530,8,12,3,5.81,0.722,NdFe35,0.288514,0.481874,92.7017,1.15912,OK
531,8,12,1,5.68,0.846,NdFe35,0.279808,0.49593,93.1902,1.25094,OK
532,14,12,2,5.43,0.875,NdFe35,,,,,OKUMA_HATA
533,10,12,1,6.81,0.731,SmCo28,0.28377,0.189777,86.7235,0.664967,OK
534,4,12,2,8.2,0.699,SmCo28,0.0582622,0.0197926,98.2015,0.229344,OK
535,20,24,2,6.38,0.562,Alnico9,0.13063,0.0935257,92.491,0.62074,OK
536,20,24,2,5.72,0.896,SmCo28,0.63997,2.47064,69.1901,3.24955,OK
537,16,24,3,7.4,0.805,NdFe35,0.361736,2.47656,89.6659,3.13344,OK
538,10,12,1,5.97,0.624,Alnico9,0.132421,0.0381981,93.8009,0.320826,OK
539,4,12,3,5.42,0.889,Alnico9,0.0885557,0.0496469,0.466661,5.05286,OK
540,10,12,1,5.21,0.584,SmCo28,0.426407,0.453993,86.7041,0.884922,OK
541,14,12,2,4.77,0.805,SmCo28,,,,,OKUMA_HATA
542,16,24,3,4.32,0.718,NdFe35,0.666978,6.336,84.5261,5.37289,OK
543,10,12,2,6.16,0.627,NdFe35,0.362371,0.276174,86.2765,0.778679,OK
544,16,24,2,5.99,0.618,NdFe35,0.587897,4.57133,85.2544,4.31806,OK
545,8,12,1,4.46,0.583,SmCo28,0.383758,0.920244,92.002,1.36402,OK
546,8,12,3,5.1,0.88,NdFe35,0.308372,0.606238,92.9819,1.4183,OK
547,10,12,1,4.45,0.717,SmCo28,0.420983,0.419794,83.7164,0.980722,OK
548,16,24,1,6.06,0.773,NdFe35,0.542743,5.37367,86.7528,4.57367,OK
549,14,12,3,8.47,0.617,NdFe35,,,,,OKUMA_HATA
550,20,24,3,4.35,0.844,SmCo28,0.701004,0.790673,69.607,3.55191,OK
551,10,12,1,7.34,0.823,NdFe35,0.221172,0.037043,87.2361,0.55219,OK
552,20,24,3,4.72,0.628,NdFe35,0.825926,3.00176,73.5671,3.57576,OK
553,4,12,2,6.81,0.578,Alnico9,0.082979,0.0432094,0.401821,5.01419,OK
554,8,12,3,8.24,0.512,NdFe35,0.160167,0.159476,94.9451,0.52677,OK
555,10,12,1,6.63,0.623,SmCo28,0.317049,0.218009,87.9697,0.679622,OK
556,16,24,3,5.4,0.679,Alnico9,0.127681,0.0711987,94.6909,1.11784,OK
557,14,12,3,7.88,0.67,Alnico9,,,,,OKUMA_HATA
558,16,24,2,7.44,0.82,SmCo28,0.341144,2.23021,89.7451,2.99204,OK
559,4,12,1,5.69,0.806,SmCo28,0.12833,0.104153,97.1786,0.557955,OK
560,10,12,1,4.46,0.666,SmCo28,0.437818,0.0111616,84.5265,0.978461,OK
561,20,24,2,4.39,0.625,NdFe35,0.8596,3.45931,71.9219,3.7161,OK
562,4,12,3,6.12,0.537,Alnico9,0.103474,0.0675189,0.48946,5.26149,OK
563,20,24,2,5.33,0.828,NdFe35,0.699895,0.253526,68.4145,3.49975,OK
564,4,12,1,7.25,0.899,NdFe35,0.0806493,0.0407761,97.766,0.377149,OK
565,20,24,1,8.34,0.895,Alnico9,0.128393,0.0918258,89.0604,0.722078,OK
566,16,24,3,7.12,0.849,Alnico9,0.131508,0.335179,95.0811,1.29376,OK
567,14,12,3,7.66,0.775,NdFe35,,,,,OKUMA_HATA
568,8,12,2,7.1,0.534,SmCo28,0.238726,0.356106,93.9196,0.806903,OK
569,16,24,3,8.03,0.543,NdFe35,0.360982,2.36453,90.1159,2.44152,OK
570,4,12,1,8.44,0.843,SmCo28,0.0431782,0.0116181,98.2517,0.193524,OK
571,10,12,3,8.39,0.586,NdFe35,0.168432,0.0665829,92.262,0.348067,OK
572,8,12,1,5.5,0.766,SmCo28,0.288191,0.520191,92.8632,1.20608,OK
573,8,12,3,4.6,0.784,NdFe35,0.334539,0.710758,92.2442,1.42306,OK
574,8,12,1,7.81,0.692,NdFe35,0.161467,0.105859,94.8379,0.629508,OK
575,4,12,3,4.5,0.783,Alnico9,0.104804,0.0699926,97.7868,0.514012,OK
576,8,12,2,6.08,0.793,SmCo28,0.257881,0.418314,93.1109,1.10353,OK
577,14,12,3,8.07,0.544,SmCo28,,,,,OKUMA_HATA
578,10,12,2,5.61,0.707,Alnico9,0.131375,0.0369047,92.617,0.340486,OK
579,8,12,2,5.23,0.685,NdFe35,0.319728,0.353962,91.7692,1.2411,OK
580,4,12,1,7.55,0.522,SmCo28,0.0954855,0.0570425,96.9735,0.321956,OK
581,14,12,2,4.44,0.639,NdFe35,,,,,OKUMA_HATA
582,8,12,3,4.63,0.695,SmCo28,0.333938,0.513697,91.9804,1.31287,OK
583,4,12,3,4.85,0.816,NdFe35,0.150161,0.143356,96.8911,0.658992,OK
584,16,24,2,5.08,0.614,SmCo28,0.642458,5.83809,84.5476,4.69594,OK
585,16,24,2,4.92,0.898,SmCo28,0.595768,6.82631,86.71,5.57215,OK
586,14,12,2,6.47,0.6,SmCo28,,,,,OKUMA_HATA
587,4,12,3,6.43,0.686,NdFe35,0.118782,0.0718551,97.3533,0.462863,OK
588,20,24,2,5.83,0.786,NdFe35,0.674279,2.13853,69.9089,3.28845,OK
589,4,12,1,5.03,0.54,NdFe35,0.184154,0.215337,96.1115,0.634409,OK
590,10,12,1,7.53,0.828,Alnico9,0.116506,0.00536143,92.0957,0.319624,OK
591,10,12,1,7.27,0.502,SmCo28,0.300708,0.0138795,90.7724,0.568797,OK
592,14,12,3,4.43,0.893,NdFe35,,,,,OKUMA_HATA
593,16,24,3,7.9,0.644,SmCo28,0.329394,0.748074,89.7823,2.47461,OK
594,14,12,1,7.49,0.661,SmCo28,,,,,OKUMA_HATA
595,20,24,3,5.34,0.877,Alnico9,0.127529,0.080964,89.3372,0.740602,OK
596,20,24,1,4.0,0.776,NdFe35,0.777133,3.35939,69.5653,3.79442,OK
597,4,12,3,6.12,0.736,Alnico9,0.0839552,0.0443329,97.9896,0.384019,OK
598,10,12,1,6.1,0.697,SmCo28,0.337467,0.213102,85.9938,0.770692,OK
599,10,12,1,6.11,0.883,SmCo28,0.304338,0.212466,84.1924,0.77243,OK
600,8,12,1,6.48,0.876,Alnico9,0.123303,0.0962931,96.3805,0.609877,OK
601,16,24,2,6.74,0.685,Alnico9,0.131055,0.104057,94.3838,1.14022,OK
602,20,24,2,7.9,0.654,NdFe35,0.42549,0.270194,79.5636,1.86495,OK
603,10,12,3,8.05,0.799,Alnico9,0.0945507,0.0169351,93.2275,0.254236,OK
604,8,12,2,6.92,0.528,NdFe35,0.263017,0.433127,93.4895,0.877097,OK
605,16,24,2,6.7,0.63,SmCo28,0.489689,2.57521,86.6465,3.6535,OK
606,8,12,3,6.15,0.662,NdFe35,0.279483,0.0772782,92.7624,1.06043,OK
607,4,12,2,7.52,0.743,NdFe35,0.0814687,0.0414356,97.7483,0.333838,OK
608,8,12,3,8.35,0.7,SmCo28,0.114384,0.061689,95.8161,0.450008,OK
609,8,12,1,8.23,0.682,NdFe35,0.129673,0.0466278,95.4843,0.500715,OK
610,16,24,2,7.92,0.705,NdFe35,0.319489,1.11142,89.375,2.52887,OK
611,10,12,1,6.37,0.713,NdFe35,0.329862,0.241897,85.8108,0.761425,OK
612,4,12,1,7.72,0.504,Alnico9,0.0649577,0.026384,0.43858,4.16746,OK
613,8,12,2,7.71,0.572,NdFe35,0.194946,0.232978,94.2149,0.682286,OK
614,14,12,2,5.76,0.645,SmCo28,,,,,OKUMA_HATA
615,14,12,3,5.86,0.648,NdFe35,,,,,OKUMA_HATA
616,8,12,2,5.75,0.715,Alnico9,0.130336,0.0952793,95.7791,0.571737,OK
617,10,12,2,7.31,0.804,NdFe35,0.227576,0.0919377,86.6723,0.561566,OK
618,14,12,2,5.42,0.543,NdFe35,,,,,OKUMA_HATA
619,16,24,2,4.54,0.824,NdFe35,0.637273,7.98549,85.3039,5.61932,OK
620,16,24,2,6.09,0.542,SmCo28,0.589846,6.45336,86.6749,4.00671,OK
621,20,24,3,7.54,0.756,NdFe35,0.448695,1.11069,77.3072,2.13594,OK
622,14,12,1,4.69,0.818,SmCo28,,,,,OKUMA_HATA
623,16,24,2,6.8,0.843,SmCo28,0.416353,3.3642,88.6783,3.72019,OK
624,8,12,2,4.58,0.897,SmCo28,0.324872,0.675555,92.6683,1.51761,OK
625,10,12,3,7.01,0.848,Alnico9,0.127798,0.0173857,91.5527,0.353969,OK
626,8,12,3,7.84,0.729,SmCo28,0.149662,0.130492,95.086,0.605094,OK
627,4,12,2,4.82,0.615,Alnico9,0.114979,0.0833714,0.415889,5.35557,OK
628,14,12,1,7.46,0.735,Alnico9,,,,,OKUMA_HATA
629,20,24,1,6.79,0.886,SmCo28,0.504615,1.36609,73.9027,2.55314,OK
630,14,12,1,5.2,0.606,NdFe35,,,,,OKUMA_HATA
631,10,12,1,6.89,0.613,NdFe35,0.313684,0.22414,88.2015,0.665095,OK
632,4,12,2,7.67,0.872,Alnico9,0.0451312,0.0127424,0.385636,4.45226,OK
633,4,12,2,7.6,0.504,SmCo28,0.0956678,0.0572625,96.9056,0.316353,OK
634,20,24,2,8.05,0.793,SmCo28,0.339428,0.445206,78.7594,1.65604,OK
635,14,12,2,8.31,0.555,SmCo28,,,,,OKUMA_HATA
636,16,24,3,5.39,0.519,SmCo28,0.687234,9.01203,86.5948,4.546,OK
637,14,12,2,4.8,0.667,NdFe35,,,,,OKUMA_HATA
638,16,24,3,5.57,0.73,Alnico9,0.128143,0.253718,94.7882,1.16747,OK
639,8,12,3,5.69,0.872,NdFe35,0.27354,0.475079,93.3816,1.24961,OK
640,20,24,3,7.8,0.803,Alnico9,0.132992,0.0543977,89.309,0.732428,OK
641,20,24,2,5.6,0.882,Alnico9,0.128316,0.0870061,88.775,0.744603,OK
642,20,24,2,7.62,0.507,Alnico9,0.132896,0.0145293,93.0553,0.588766,OK
643,10,12,2,4.01,0.624,SmCo28,0.484606,0.536113,84.0209,1.04696,OK
644,16,24,1,7.62,0.745,Alnico9,0.132349,0.287465,94.7444,1.19973,OK
645,16,24,1,6.78,0.657,Alnico9,0.131195,0.0548202,94.6626,1.11207,OK
646,8,12,1,7.48,0.715,NdFe35,0.182639,0.183951,94.449,0.727748,OK
647,8,12,1,5.49,0.684,SmCo28,0.29683,0.290791,92.4914,1.15268,OK
648,20,24,2,6.29,0.798,SmCo28,0.598454,1.33783,71.3207,2.93527,OK
649,20,24,1,7.19,0.566,SmCo28,0.558638,1.71585,80.4137,2.26705,OK
650,16,24,2,7.79,0.568,NdFe35,0.390679,2.65196,88.9675,2.71686,OK
651,4,12,2,7.18,0.866,Alnico9,0.0559239,0.0196066,0.386134,4.79657,OK
652,20,24,2,5.29,0.652,SmCo28,0.72148,0.979766,73.3154,3.1893,OK
653,16,24,2,5.73,0.538,Alnico9,0.1288,0.310481,95.3695,0.99177,OK
654,4,12,1,6.71,0.54,SmCo28,0.12288,0.0949188,96.7489,0.422503,OK
655,20,24,3,7.68,0.789,SmCo28,0.399484,0.67123,77.9984,1.94728,OK
656,14,12,3,5.98,0.59,SmCo28,,,,,OKUMA_HATA
657,14,12,3,7.13,0.844,Alnico9,,,,,OKUMA_HATA
658,14,12,2,5.37,0.76,NdFe35,,,,,OKUMA_HATA
659,10,12,2,7.02,0.7,NdFe35,0.27877,0.14927,86.7845,0.636056,OK
660,8,12,3,6.12,0.502,SmCo28,0.318169,0.638147,93.4404,1.04008,OK
661,8,12,2,5.36,0.597,SmCo28,0.327129,0.648491,92.2313,1.1744,OK
662,14,12,3,7.03,0.884,Alnico9,,,,,OKUMA_HATA
663,8,12,1,6.34,0.708,SmCo28,0.253399,0.341076,93.2433,1.00525,OK
664,14,12,2,4.02,0.746,NdFe35,,,,,OKUMA_HATA
665,4,12,3,4.15,0.622,NdFe35,0.189721,0.226614,96.4235,0.70402,OK
666,10,12,1,6.17,0.627,SmCo28,0.346674,0.252708,87.2456,0.746303,OK
667,14,12,1,8.38,0.658,Alnico9,,,,,OKUMA_HATA
668,20,24,2,4.93,0.891,NdFe35,0.719628,3.06223,67.4056,3.65499,OK
669,14,12,2,4.3,0.811,NdFe35,,,,,OKUMA_HATA
670,14,12,3,4.53,0.844,NdFe35,,,,,OKUMA_HATA
671,4,12,3,4.46,0.541,SmCo28,0.201116,0.257705,96.008,0.696277,OK
672,4,12,2,6.46,0.703,SmCo28,0.11346,0.0774873,97.3885,0.449305,OK
673,4,12,3,7.82,0.521,NdFe35,0.0884962,0.0489424,96.8206,0.297799,OK
674,8,12,2,8.18,0.549,NdFe35,0.157513,0.153399,94.8547,0.536652,OK
675,20,24,3,5.13,0.547,SmCo28,0.825823,3.35489,76.686,3.31085,OK
676,4,12,2,8.37,0.751,NdFe35,0.0504095,0.0158104,98.2011,0.208347,OK
677,16,24,1,5.08,0.81,SmCo28,0.580461,6.52574,86.6713,5.06535,OK
678,4,12,3,7.68,0.844,Alnico9,0.0455125,0.0129523,98.5098,0.22247,OK
679,4,12,3,5.43,0.521,Alnico9,0.11757,0.0875264,0.500008,5.40423,OK
680,4,12,3,6.68,0.798,NdFe35,0.105376,0.069806,97.3296,0.453499,OK
681,14,12,3,4.29,0.899,Alnico9,,,,,OKUMA_HATA
682,20,24,3,5.63,0.661,Alnico9,0.128604,0.0125186,91.5541,0.664038,OK
683,14,12,2,4.05,0.704,SmCo28,,,,,OKUMA_HATA
684,20,24,2,8.01,0.505,SmCo28,0.45871,0.122421,83.2378,1.72643,OK
685,14,12,2,8.34,0.507,SmCo28,,,,,OKUMA_HATA
686,4,12,2,5.27,0.594,Alnico9,0.111671,0.0789696,0.41376,5.5268,OK
687,8,12,1,6.62,0.765,SmCo28,0.230422,0.329193,93.7196,0.962112,OK
688,10,12,1,4.42,0.557,SmCo28,0.499189,0.609209,86.1975,1.01323,OK
689,20,24,2,4.89,0.807,Alnico9,0.126026,0.0489265,89.4651,0.727024,OK
690,4,12,3,4.32,0.503,SmCo28,0.219721,0.307889,95.7212,0.732145,OK
691,20,24,1,5.12,0.67,Alnico9,0.126977,0.00639223,91.6443,0.667604,OK
692,8,12,2,8.14,0.669,NdFe35,0.138941,0.0089331,95.0898,0.53034,OK
693,10,12,3,6.22,0.687,NdFe35,0.346054,0.169376,85.968,0.782729,OK
694,8,12,1,4.74,0.644,NdFe35,0.352803,0.502683,91.9858,1.36167,OK
695,4,12,3,4.71,0.696,NdFe35,0.160936,0.153017,96.8579,0.635381,OK
696,4,12,3,4.1,0.736,NdFe35,0.169742,0.183865,96.7545,0.696824,OK
697,8,12,3,6.0,0.636,NdFe35,0.291873,0.399429,92.7873,1.09654,OK
698,14,12,1,6.76,0.596,NdFe35,,,,,OKUMA_HATA
699,4,12,2,8.2,0.853,SmCo28,0.0508505,0.0161318,98.1525,0.229641,OK
700,4,12,3,7.21,0.576,SmCo28,0.10161,0.0646721,97.1261,0.364545,OK
701,4,12,1,4.9,0.725,SmCo28,0.149985,0.142336,97.005,0.608776,OK
702,10,12,3,5.52,0.807,SmCo28,0.360217,0.225909,83.3913,0.895212,OK
703,8,12,3,7.86,0.571,SmCo28,0.176736,0.191439,94.6978,0.617697,OK
704,20,24,1,7.96,0.752,Alnico9,0.133234,0.0970717,89.9803,0.71216,OK
705,8,12,2,5.13,0.868,Alnico9,0.128124,0.104484,96.2013,0.639346,OK
706,8,12,1,4.73,0.602,SmCo28,0.360086,0.782401,92.0943,1.30143,OK
707,8,12,1,4.34,0.799,SmCo28,0.330828,0.69769,92.4256,1.42782,OK
708,8,12,3,4.87,0.859,SmCo28,0.313444,0.625643,92.8751,1.41989,OK
709,16,24,1,6.42,0.656,SmCo28,0.508698,0.92386,86.6948,3.85454,OK
710,4,12,1,7.78,0.599,Alnico9,0.0549714,0.0187965,0.431534,4.07931,OK
711,4,12,1,6.96,0.875,SmCo28,0.0905448,0.0514637,97.6347,0.415755,OK
712,20,24,3,4.64,0.512,Alnico9,0.125267,0.0246697,93.7533,0.589691,OK
713,4,12,3,6.49,0.809,Alnico9,0.0727533,0.033311,98.1336,0.350439,OK
714,8,12,3,7.83,0.687,SmCo28,0.157136,0.0863486,94.9225,0.610674,OK
715,20,24,2,4.68,0.622,SmCo28,0.803404,3.12937,73.019,3.46939,OK
716,4,12,2,7.37,0.894,Alnico9,0.0512345,0.0164496,0.38491,4.63595,OK
717,14,12,1,7.76,0.537,Alnico9,,,,,OKUMA_HATA
718,14,12,3,7.7,0.778,NdFe35,,,,,OKUMA_HATA
719,16,24,2,7.04,0.852,NdFe35,0.393935,3.00912,89.0592,3.54159,OK
720,14,12,1,4.4,0.714,SmCo28,,,,,OKUMA_HATA
721,4,12,2,6.31,0.833,SmCo28,0.112415,0.0795906,97.312,0.498865,OK
722,16,24,1,5.81,0.675,Alnico9,0.12889,0.0490835,94.7147,1.12044,OK
723,4,12,1,6.99,0.769,SmCo28,0.0954943,0.0572157,97.5772,0.401252,OK
724,16,24,2,4.67,0.738,NdFe35,0.640771,6.75887,84.3077,5.24921,OK
725,10,12,1,7.42,0.527,NdFe35,0.292546,0.144195,90.4586,0.57013,OK
726,16,24,1,5.63,0.592,SmCo28,0.606117,6.02208,86.1498,4.31685,OK
727,4,12,1,6.98,0.71,NdFe35,0.101386,0.0628559,97.5791,0.403226,OK
728,14,12,2,7.97,0.865,SmCo28,,,,,OKUMA_HATA
729,20,24,1,7.52,0.64,NdFe35,0.501105,0.747475,79.2019,2.17212,OK
730,10,12,3,4.15,0.889,NdFe35,0.442905,0.48253,80.5109,1.12802,OK
731,8,12,1,6.63,0.526,NdFe35,0.282412,0.500466,93.6204,0.968361,OK
732,20,24,2,8.23,0.53,NdFe35,0.416414,0.549305,83.4184,1.61433,OK
733,14,12,2,4.14,0.877,NdFe35,,,,,OKUMA_HATA
734,10,12,2,7.47,0.584,NdFe35,0.270045,0.173723,89.3106,0.556967,OK
735,16,24,1,6.62,0.581,NdFe35,0.542471,4.98431,87.1446,3.82665,OK
736,16,24,2,5.01,0.838,Alnico9,0.126172,0.312926,95.0874,1.26144,OK
737,16,24,1,7.59,0.566,Alnico9,0.132747,0.308335,95.1918,1.02833,OK
738,8,12,2,8.49,0.734,SmCo28,0.0996504,0.0583658,96.0113,0.404671,OK
739,4,12,1,4.6,0.659,NdFe35,0.169124,0.0843643,96.765,0.646233,OK
740,20,24,3,5.71,0.556,NdFe35,0.779495,3.23033,76.9372,3.13874,OK
741,14,12,3,5.44,0.896,SmCo28,,,,,OKUMA_HATA
742,14,12,1,7.09,0.72,Alnico9,,,,,OKUMA_HATA
743,4,12,2,6.74,0.68,Alnico9,0.0751835,0.0234571,0.395366,5.04239,OK
744,20,24,2,6.95,0.701,NdFe35,0.570443,1.18059,74.6585,2.6045,OK
745,10,12,3,4.25,0.84,Alnico9,0.126953,0.00927929,91.9282,0.365812,OK
746,4,12,3,7.39,0.857,NdFe35,0.0786814,0.0387737,97.648,0.355907,OK
747,20,24,1,7.56,0.505,SmCo28,0.534633,0.169359,82.692,2.01544,OK
748,16,24,1,6.7,0.792,SmCo28,0.445916,3.72302,88.3753,3.82215,OK
749,8,12,2,6.09,0.742,SmCo28,0.262842,0.41997,92.8843,1.07571,OK
750,16,24,3,8.15,0.782,Alnico9,0.126515,0.292261,94.9353,1.17523,OK
